especie,porte,idade_categoria,temperatura,umidade,atividade_pct,nivel_risco
gato,unico,filhote,23.11,44.71,22.72,normal
gato,unico,idoso,24.26,59.13,90.53,normal
ave,unico,adulto,28.1,56.22,65.57,normal
gato,unico,adulto,32.23,60.51,10.13,atencao
gato,unico,filhote,18.12,37.93,14.55,atencao
cao,grande,adulto,29.02,56.22,25.65,normal
cao,pequeno,idoso,32.95,35.25,55.3,normal
cao,medio,adulto,26.04,21.28,78.56,atencao
gato,unico,adulto,32.06,36.19,9.52,atencao
ave,unico,adulto,40.89,42.78,66.72,atencao
gato,unico,idoso,22.89,45.57,44.77,normal
cao,pequeno,adulto,26.35,52.87,92.72,normal
cao,grande,adulto,25.92,69.25,81.93,normal
ave,unico,filhote,32.14,61.78,47.19,normal
ave,unico,filhote,36.1,59.95,99.18,normal
ave,unico,adulto,33.91,93.02,53.01,critico
ave,unico,idoso,36.31,51.06,81.57,normal
cao,pequeno,adulto,30.11,83.42,65.69,atencao
cao,medio,adulto,34.68,62.4,66.68,normal
ave,unico,adulto,38.26,57.67,92.66,normal
gato,unico,idoso,25.31,45.87,52.08,normal
ave,unico,idoso,32.55,59.09,70.38,normal
ave,unico,adulto,40.32,43.19,81.71,atencao
gato,unico,adulto,22.99,37.88,50.08,normal
cao,grande,adulto,23.42,53.35,52.86,normal
gato,unico,adulto,26.28,51.49,32.3,normal
cao,pequeno,filhote,23.11,17.68,98.15,critico
cao,medio,adulto,20.12,65.95,94.83,normal
gato,unico,adulto,33.45,13.54,30.09,critico
gato,unico,idoso,24.05,67.81,35.85,atencao
cao,pequeno,filhote,27.66,51.56,31.83,normal
cao,medio,idoso,23.3,49.99,71.34,normal
ave,unico,idoso,27.82,54.49,94.38,normal
gato,unico,filhote,32.94,16.13,67.57,critico
cao,grande,idoso,25.42,52.91,17.34,atencao
cao,grande,filhote,22.23,40.58,15.08,normal
cao,medio,adulto,26.42,56.33,44.79,normal
gato,unico,adulto,20.17,50.76,66.49,normal
cao,medio,idoso,33.4,53.04,62.67,normal
ave,unico,adulto,33.03,72.48,88.84,normal
ave,unico,idoso,29.89,49.68,56.63,normal
cao,medio,idoso,27.56,19.57,76.99,critico
ave,unico,adulto,28.0,62.32,67.9,normal
ave,unico,idoso,39.64,55.32,39.22,atencao
cao,pequeno,idoso,31.9,50.86,78.22,normal
gato,unico,filhote,31.56,49.85,43.44,normal
ave,unico,filhote,35.02,49.17,64.03,normal
ave,unico,adulto,37.12,65.35,26.06,atencao
cao,medio,idoso,34.42,55.35,59.39,atencao
ave,unico,filhote,27.87,66.62,71.19,normal
gato,unico,idoso,32.68,42.58,57.23,normal
gato,unico,filhote,33.15,36.05,66.3,atencao
cao,grande,adulto,28.99,46.75,16.48,atencao
gato,unico,adulto,36.2,31.23,67.48,atencao
ave,unico,adulto,35.65,56.83,95.55,normal
cao,grande,adulto,30.62,59.92,39.77,normal
cao,grande,filhote,31.04,61.29,18.14,atencao
cao,medio,filhote,17.85,44.14,44.23,atencao
cao,medio,adulto,27.38,30.78,75.35,normal
cao,grande,adulto,27.85,65.95,37.33,normal
gato,unico,adulto,31.26,61.68,25.81,normal
gato,unico,adulto,25.58,36.81,36.65,normal
ave,unico,adulto,28.69,59.47,26.17,atencao
cao,medio,adulto,34.22,35.05,98.03,normal
gato,unico,adulto,23.23,60.91,8.39,atencao
cao,grande,adulto,22.15,64.32,48.16,normal
gato,unico,adulto,29.22,52.66,55.1,normal
ave,unico,filhote,31.95,64.41,25.08,normal
cao,medio,adulto,30.02,65.83,29.33,normal
cao,medio,filhote,22.92,57.37,6.14,critico
gato,unico,adulto,25.65,35.48,58.08,normal
gato,unico,adulto,21.77,13.82,56.88,critico
cao,grande,adulto,40.4,78.28,7.53,critico
ave,unico,idoso,29.41,49.13,71.88,normal
ave,unico,filhote,27.9,62.46,76.78,normal
cao,pequeno,adulto,21.31,31.46,71.52,normal
cao,grande,adulto,24.41,33.46,81.96,normal
gato,unico,adulto,17.89,43.69,22.13,atencao
cao,pequeno,idoso,33.78,37.32,13.04,atencao
gato,unico,filhote,31.5,43.26,13.53,atencao
cao,medio,idoso,25.32,46.31,47.91,normal
gato,unico,adulto,24.8,46.43,76.24,normal
cao,medio,filhote,27.65,65.08,32.37,normal
ave,unico,adulto,32.04,60.45,94.81,normal
cao,pequeno,adulto,11.76,41.96,18.4,critico
cao,pequeno,adulto,19.38,30.76,79.93,atencao
gato,unico,adulto,33.06,56.29,52.32,normal
cao,medio,adulto,20.67,66.8,17.05,atencao
gato,unico,idoso,21.4,19.85,53.95,critico
ave,unico,idoso,38.5,44.54,74.96,atencao
cao,grande,adulto,29.33,50.23,22.26,atencao
gato,unico,filhote,31.3,53.93,6.03,atencao
gato,unico,idoso,29.32,47.21,12.54,atencao
gato,unico,adulto,29.09,44.01,92.95,normal
cao,grande,filhote,22.83,55.83,29.72,normal
cao,pequeno,adulto,33.87,34.5,32.12,normal
ave,unico,idoso,30.01,53.74,53.78,normal
cao,medio,filhote,28.59,48.06,31.82,normal
ave,unico,adulto,29.48,68.37,79.83,normal
gato,unico,adulto,30.15,57.92,8.11,atencao
ave,unico,adulto,26.4,49.54,89.07,normal
gato,unico,adulto,14.24,41.93,65.88,critico
cao,pequeno,idoso,27.54,34.76,95.92,normal
cao,medio,filhote,27.85,44.05,40.57,normal
gato,unico,adulto,24.74,30.82,45.9,normal
cao,grande,adulto,27.97,64.87,76.55,normal
gato,unico,adulto,21.56,35.91,51.39,normal
cao,medio,adulto,22.94,83.09,41.17,atencao
ave,unico,idoso,27.05,56.99,71.42,normal
cao,grande,adulto,32.44,13.67,33.29,critico
cao,pequeno,idoso,32.12,61.53,75.51,normal
cao,grande,adulto,27.53,58.86,25.44,normal
cao,pequeno,adulto,28.89,63.9,51.77,normal
gato,unico,filhote,18.47,40.73,31.76,atencao
ave,unico,idoso,33.99,60.76,79.03,normal
cao,grande,idoso,36.74,71.96,51.53,critico
gato,unico,adulto,26.47,71.72,41.72,atencao
gato,unico,filhote,30.69,19.57,82.01,critico
gato,unico,adulto,33.03,39.83,64.04,normal
gato,unico,adulto,23.84,62.96,15.45,normal
cao,pequeno,filhote,15.74,62.75,31.29,critico
gato,unico,adulto,27.87,38.57,43.98,normal
gato,unico,adulto,38.32,50.78,53.3,critico
ave,unico,idoso,45.27,65.69,88.45,critico
gato,unico,adulto,27.44,37.47,51.17,normal
gato,unico,filhote,27.59,56.07,67.69,normal
cao,pequeno,filhote,26.15,25.73,68.54,atencao
gato,unico,adulto,24.6,58.82,69.72,normal
gato,unico,adulto,24.66,60.19,70.14,normal
cao,medio,adulto,29.56,52.14,0.11,critico
gato,unico,adulto,29.75,82.54,73.5,atencao
cao,grande,adulto,27.69,11.26,40.28,critico
gato,unico,adulto,24.77,49.06,40.17,normal
cao,medio,adulto,27.72,36.61,98.33,normal
gato,unico,idoso,22.33,64.69,92.88,normal
ave,unico,adulto,21.25,64.14,90.39,atencao
cao,medio,adulto,28.39,51.29,55.17,atencao
ave,unico,adulto,17.49,60.28,53.63,critico
gato,unico,adulto,25.14,33.36,19.44,normal
ave,unico,adulto,28.55,42.6,41.75,normal
gato,unico,adulto,31.38,31.55,71.01,normal
ave,unico,adulto,28.82,70.5,66.52,normal
cao,medio,idoso,25.02,50.6,18.51,atencao
cao,medio,adulto,28.46,34.58,99.77,normal
cao,pequeno,idoso,26.55,70.59,46.65,atencao
ave,unico,adulto,32.84,40.76,68.84,normal
cao,medio,idoso,26.12,52.62,78.99,normal
cao,pequeno,adulto,29.51,69.39,12.07,atencao
cao,pequeno,adulto,26.45,46.99,16.26,atencao
cao,grande,idoso,29.59,49.65,65.94,normal
gato,unico,idoso,26.2,66.72,94.03,normal
cao,pequeno,idoso,25.05,36.79,88.69,normal
gato,unico,adulto,33.96,41.7,8.58,atencao
cao,medio,idoso,34.46,40.48,43.61,atencao
cao,grande,adulto,33.84,64.11,83.12,normal
cao,medio,adulto,25.89,50.18,4.64,critico
cao,pequeno,filhote,24.36,50.17,31.56,normal
cao,medio,adulto,21.98,65.46,81.38,normal
gato,unico,filhote,26.08,50.58,48.12,normal
gato,unico,idoso,29.87,59.66,80.51,normal
gato,unico,adulto,30.12,38.18,43.73,normal
gato,unico,filhote,34.98,58.42,53.97,atencao
cao,medio,adulto,31.0,20.99,98.49,atencao
gato,unico,adulto,23.16,20.68,17.95,atencao
gato,unico,adulto,21.43,54.06,89.27,normal
gato,unico,idoso,22.48,70.68,24.75,atencao
cao,pequeno,filhote,19.08,59.23,66.31,atencao
ave,unico,adulto,27.21,44.37,47.24,normal
cao,medio,adulto,25.26,67.22,84.98,normal
cao,grande,filhote,26.64,49.76,48.16,normal
ave,unico,filhote,34.43,79.26,68.3,atencao
ave,unico,adulto,29.56,56.65,74.18,normal
cao,medio,adulto,34.79,67.51,89.66,normal
ave,unico,adulto,37.45,56.37,77.73,normal
gato,unico,filhote,16.6,63.36,76.87,critico
ave,unico,adulto,33.19,64.12,96.04,normal
ave,unico,adulto,21.22,66.11,68.85,normal
gato,unico,adulto,23.76,61.06,61.94,atencao
cao,medio,adulto,29.91,42.92,61.1,normal
cao,pequeno,filhote,29.0,73.81,71.48,atencao
cao,medio,adulto,20.47,36.81,72.47,normal
gato,unico,adulto,25.88,50.33,20.35,normal
ave,unico,adulto,40.63,59.02,67.31,atencao
gato,unico,adulto,21.89,49.84,29.37,normal
cao,pequeno,idoso,22.73,64.71,72.11,normal
gato,unico,adulto,16.2,52.28,24.2,atencao
cao,medio,adulto,34.0,43.34,41.42,normal
ave,unico,adulto,31.95,49.69,69.77,normal
gato,unico,adulto,24.88,35.28,7.66,atencao
gato,unico,filhote,26.27,34.03,14.95,atencao
ave,unico,adulto,33.71,61.05,28.19,atencao
cao,pequeno,filhote,28.65,64.78,30.02,normal
cao,medio,adulto,20.72,37.66,37.55,normal
gato,unico,adulto,22.54,56.88,54.06,normal
cao,pequeno,adulto,34.88,39.08,48.31,normal
cao,medio,idoso,33.67,84.27,30.52,critico
ave,unico,filhote,37.16,66.72,90.42,normal
ave,unico,adulto,26.31,92.69,44.95,critico
gato,unico,adulto,27.08,84.18,52.65,atencao
cao,medio,idoso,28.77,49.2,95.26,normal
cao,medio,adulto,21.14,50.04,76.52,normal
gato,unico,idoso,30.47,70.08,63.34,atencao
cao,pequeno,idoso,31.28,33.13,73.98,normal
cao,medio,idoso,28.73,43.82,6.28,critico
ave,unico,adulto,28.46,67.65,76.24,normal
ave,unico,filhote,32.39,54.3,58.32,normal
cao,grande,filhote,31.61,48.35,64.81,normal
cao,grande,adulto,27.81,47.93,44.21,normal
cao,grande,adulto,21.81,33.94,81.81,normal
cao,pequeno,idoso,23.97,34.89,85.71,normal
ave,unico,idoso,38.0,45.62,70.37,atencao
ave,unico,filhote,34.26,72.56,90.65,atencao
ave,unico,adulto,32.19,44.87,23.55,atencao
cao,pequeno,adulto,26.72,37.55,45.14,normal
ave,unico,idoso,32.41,67.4,64.81,normal
cao,medio,idoso,30.27,62.81,44.68,normal
ave,unico,filhote,35.66,65.16,62.17,normal
gato,unico,adulto,33.85,40.5,36.66,normal
cao,grande,adulto,31.58,47.39,49.81,normal
ave,unico,filhote,28.18,65.39,87.43,normal
gato,unico,filhote,33.66,37.96,41.46,atencao
gato,unico,idoso,24.74,50.74,72.31,normal
cao,pequeno,adulto,25.72,58.78,50.21,normal
gato,unico,adulto,24.06,51.65,17.02,normal
gato,unico,filhote,22.0,47.21,95.3,normal
gato,unico,adulto,36.45,89.23,77.25,critico
cao,pequeno,filhote,28.91,72.96,73.63,atencao
cao,grande,idoso,31.26,27.25,67.41,atencao
cao,grande,adulto,28.48,67.95,92.67,normal
cao,pequeno,filhote,32.29,60.25,96.01,normal
gato,unico,idoso,22.22,42.01,2.91,critico
ave,unico,filhote,36.12,57.65,85.18,normal
gato,unico,adulto,21.95,40.1,77.2,normal
gato,unico,adulto,16.99,40.75,1.74,critico
ave,unico,adulto,34.98,59.43,93.77,normal
ave,unico,idoso,33.22,57.29,87.4,normal
gato,unico,adulto,33.27,44.23,36.24,normal
ave,unico,adulto,33.63,57.46,34.84,atencao
cao,grande,adulto,26.94,32.97,9.77,critico
ave,unico,filhote,36.09,47.93,39.49,atencao
ave,unico,adulto,29.77,53.2,93.92,normal
gato,unico,filhote,27.36,37.68,48.04,normal
cao,medio,adulto,30.83,84.64,48.3,atencao
gato,unico,adulto,26.45,56.96,61.03,normal
cao,grande,idoso,31.88,58.9,33.53,normal
gato,unico,adulto,18.02,65.19,42.6,atencao
ave,unico,filhote,40.13,45.97,61.63,atencao
cao,grande,adulto,33.15,38.07,30.87,normal
cao,pequeno,idoso,31.17,61.41,40.89,normal
cao,pequeno,adulto,32.82,57.47,17.8,atencao
cao,grande,filhote,31.71,47.25,43.11,normal
cao,medio,adulto,24.27,50.21,64.85,normal
cao,grande,adulto,32.08,61.65,68.6,normal
cao,medio,idoso,31.08,78.0,35.05,critico
cao,grande,idoso,31.04,23.4,78.49,atencao
cao,medio,filhote,41.04,34.93,31.49,critico
cao,grande,adulto,22.67,69.46,78.63,normal
cao,medio,adulto,17.67,65.06,93.44,atencao
cao,pequeno,adulto,23.99,48.49,66.19,normal
ave,unico,adulto,38.29,74.95,50.3,normal
gato,unico,idoso,29.7,45.85,0.05,critico
ave,unico,idoso,26.16,56.33,69.9,normal
cao,medio,adulto,20.34,57.48,47.05,normal
cao,grande,idoso,28.26,24.23,30.3,normal
cao,pequeno,adulto,21.44,41.88,10.81,atencao
cao,grande,adulto,17.54,36.3,75.32,atencao
ave,unico,filhote,35.02,76.27,93.92,atencao
cao,grande,adulto,17.99,40.58,64.57,atencao
cao,grande,adulto,27.76,66.97,18.24,atencao
cao,medio,idoso,28.56,46.66,11.26,critico
gato,unico,adulto,30.88,13.12,62.49,critico
gato,unico,adulto,20.83,40.93,93.6,normal
cao,pequeno,adulto,25.31,56.47,99.96,normal
cao,grande,adulto,23.95,53.04,77.23,normal
ave,unico,filhote,28.01,81.49,51.25,atencao
gato,unico,adulto,21.46,71.04,97.63,atencao
cao,pequeno,adulto,20.21,54.05,67.2,normal
ave,unico,adulto,26.89,45.28,86.52,normal
cao,medio,adulto,33.31,41.32,57.85,normal
cao,pequeno,idoso,25.65,23.52,56.25,atencao
ave,unico,adulto,37.2,63.21,57.21,normal
cao,grande,adulto,30.26,30.79,80.17,normal
gato,unico,adulto,26.82,73.88,75.82,atencao
cao,medio,idoso,30.33,26.78,54.83,atencao
gato,unico,adulto,26.51,57.6,90.14,normal
gato,unico,filhote,23.51,64.22,84.78,normal
cao,grande,adulto,34.68,10.39,15.6,critico
cao,medio,adulto,30.33,56.84,37.01,normal
gato,unico,adulto,20.11,60.12,24.04,normal
gato,unico,adulto,21.15,30.11,51.77,normal
cao,pequeno,adulto,27.55,55.51,47.2,normal
ave,unico,adulto,34.95,45.93,89.08,normal
ave,unico,idoso,32.85,60.0,53.52,normal
gato,unico,adulto,21.04,48.59,67.33,normal
ave,unico,adulto,26.33,73.27,98.73,normal
cao,grande,filhote,28.08,65.3,42.08,normal
ave,unico,idoso,39.5,51.2,50.61,normal
ave,unico,adulto,32.62,58.63,39.93,normal
ave,unico,adulto,34.78,61.83,22.84,atencao
cao,grande,adulto,27.04,58.81,64.71,normal
ave,unico,adulto,30.54,51.28,74.68,normal
cao,pequeno,idoso,33.1,23.88,55.06,atencao
gato,unico,filhote,26.58,66.28,31.84,normal
gato,unico,filhote,25.3,57.8,97.03,normal
cao,medio,adulto,22.34,39.1,41.93,normal
ave,unico,adulto,25.29,61.14,78.6,normal
ave,unico,filhote,33.22,44.75,45.25,normal
ave,unico,filhote,28.55,51.26,87.44,normal
cao,grande,adulto,22.39,31.76,15.91,atencao
gato,unico,adulto,25.83,77.05,96.13,atencao
ave,unico,filhote,27.43,70.78,84.32,normal
gato,unico,idoso,28.64,54.94,85.73,normal
gato,unico,idoso,22.32,50.16,75.05,normal
cao,medio,idoso,28.61,61.31,34.51,normal
gato,unico,adulto,29.67,51.36,47.23,normal
ave,unico,filhote,30.1,61.09,93.59,normal
cao,medio,adulto,27.44,62.99,55.16,normal
cao,medio,filhote,22.43,35.09,2.28,critico
gato,unico,adulto,25.32,43.49,76.02,normal
cao,pequeno,idoso,30.6,34.73,45.02,normal
cao,medio,adulto,24.11,51.9,35.84,normal
cao,grande,adulto,22.01,67.75,85.32,atencao
ave,unico,filhote,39.25,56.16,86.3,atencao
gato,unico,adulto,29.24,71.92,77.81,atencao
cao,grande,adulto,25.95,40.52,53.16,normal
cao,pequeno,idoso,27.47,44.67,46.49,normal
gato,unico,adulto,25.58,30.77,80.66,normal
cao,grande,filhote,23.3,73.25,54.7,normal
gato,unico,adulto,31.59,30.9,35.73,normal
gato,unico,filhote,22.87,75.92,37.93,atencao
gato,unico,filhote,34.1,66.05,87.67,atencao
gato,unico,adulto,29.89,41.62,29.04,normal
gato,unico,filhote,32.02,72.64,23.54,normal
gato,unico,adulto,25.46,59.66,47.85,normal
ave,unico,adulto,29.62,60.84,91.69,normal
cao,medio,idoso,21.1,65.52,88.95,atencao
gato,unico,filhote,29.24,43.03,92.87,normal
gato,unico,filhote,24.33,32.19,19.17,atencao
cao,grande,adulto,26.57,30.87,61.27,normal
gato,unico,filhote,27.01,43.94,28.53,normal
cao,grande,filhote,34.29,47.16,88.21,atencao
gato,unico,filhote,19.31,39.82,41.31,atencao
cao,grande,adulto,22.43,39.97,41.87,normal
cao,pequeno,adulto,27.79,52.51,24.17,atencao
cao,medio,adulto,22.93,83.96,45.28,atencao
cao,pequeno,filhote,26.23,62.59,5.36,critico
cao,grande,adulto,29.0,34.72,29.22,normal
cao,pequeno,filhote,37.52,57.01,84.66,critico
cao,pequeno,filhote,26.93,56.73,56.8,normal
cao,pequeno,adulto,22.4,45.93,68.5,normal
gato,unico,adulto,33.27,32.75,58.13,normal
ave,unico,adulto,29.6,57.79,36.56,normal
ave,unico,adulto,29.38,68.7,28.31,critico
gato,unico,adulto,26.31,76.19,1.28,critico
gato,unico,filhote,21.17,79.33,53.77,atencao
gato,unico,idoso,25.73,61.78,52.8,normal
gato,unico,adulto,27.73,39.24,78.2,normal
gato,unico,filhote,18.5,40.03,34.09,atencao
cao,pequeno,adulto,27.6,56.88,93.37,normal
gato,unico,adulto,27.03,68.63,95.04,normal
gato,unico,adulto,32.11,50.0,26.98,normal
gato,unico,adulto,23.05,18.87,34.25,atencao
gato,unico,idoso,26.77,49.96,35.36,normal
cao,medio,adulto,24.08,36.79,78.88,normal
cao,grande,idoso,30.94,48.72,79.82,normal
gato,unico,adulto,30.3,35.53,14.66,atencao
cao,pequeno,filhote,31.59,39.95,42.55,normal
ave,unico,adulto,40.37,49.39,18.42,critico
gato,unico,adulto,24.39,63.55,51.43,normal
cao,pequeno,adulto,30.9,50.4,71.65,normal
gato,unico,adulto,25.53,10.05,17.8,critico
cao,grande,adulto,40.59,63.27,74.45,critico
gato,unico,adulto,24.89,56.81,69.61,normal
cao,grande,idoso,20.84,44.74,36.93,atencao
gato,unico,adulto,18.9,53.01,98.75,atencao
cao,medio,adulto,23.71,33.19,30.24,normal
gato,unico,adulto,28.96,67.57,0.01,critico
cao,medio,adulto,30.89,56.28,79.92,normal
cao,grande,adulto,16.07,55.36,82.07,atencao
cao,medio,filhote,33.7,39.13,83.48,normal
ave,unico,adulto,29.74,46.15,62.39,normal
cao,medio,idoso,31.25,48.8,67.35,normal
gato,unico,idoso,32.89,46.57,68.33,normal
gato,unico,idoso,25.4,46.35,4.09,critico
cao,grande,idoso,33.08,51.44,83.65,normal
gato,unico,adulto,21.25,38.45,10.02,atencao
cao,grande,adulto,20.3,40.11,63.81,normal
ave,unico,adulto,39.11,57.08,81.28,atencao
cao,pequeno,adulto,33.03,67.36,49.56,normal
ave,unico,filhote,27.67,49.67,86.83,normal
cao,medio,adulto,34.57,48.66,47.9,normal
ave,unico,filhote,31.16,51.69,56.26,normal
cao,medio,adulto,19.93,51.34,33.48,atencao
cao,pequeno,adulto,32.42,40.07,21.66,atencao
ave,unico,adulto,38.4,64.39,73.74,normal
gato,unico,idoso,26.53,70.5,71.06,atencao
cao,medio,filhote,30.32,18.64,43.42,critico
cao,pequeno,adulto,27.41,61.67,60.68,normal
gato,unico,idoso,27.44,59.22,72.1,normal
ave,unico,adulto,39.75,65.16,74.24,atencao
gato,unico,adulto,32.83,70.22,90.65,atencao
cao,grande,adulto,23.67,59.19,85.83,normal
ave,unico,adulto,18.94,54.31,32.35,critico
cao,pequeno,adulto,30.21,61.6,86.14,normal
ave,unico,idoso,23.36,60.21,70.81,atencao
cao,pequeno,idoso,29.36,73.73,81.36,atencao
cao,medio,idoso,31.82,65.29,90.78,normal
cao,grande,adulto,27.25,43.44,36.59,normal
gato,unico,idoso,25.81,45.46,63.73,normal
ave,unico,adulto,34.32,74.24,17.28,critico
cao,grande,adulto,29.66,43.4,10.52,atencao
ave,unico,adulto,29.03,66.9,23.08,atencao
gato,unico,adulto,29.97,53.19,29.61,normal
cao,grande,idoso,24.46,20.99,18.33,atencao
ave,unico,filhote,24.92,87.24,74.46,critico
gato,unico,adulto,25.12,67.45,19.67,normal
ave,unico,filhote,34.06,69.14,88.46,normal
cao,grande,adulto,22.76,41.84,78.78,normal
gato,unico,idoso,22.05,60.6,76.85,normal
ave,unico,adulto,35.21,43.51,81.65,normal
gato,unico,filhote,29.14,61.25,21.07,normal
cao,grande,adulto,20.35,22.1,55.84,atencao
gato,unico,idoso,32.12,81.71,87.23,atencao
gato,unico,adulto,20.0,87.9,46.46,critico
cao,pequeno,filhote,21.36,37.34,82.65,normal
cao,medio,idoso,27.14,38.09,48.04,normal
cao,pequeno,adulto,35.64,31.18,57.55,atencao
ave,unico,filhote,29.36,68.5,76.76,normal
ave,unico,idoso,24.51,49.6,75.23,atencao
cao,medio,adulto,29.71,27.53,92.01,atencao
cao,medio,adulto,32.35,34.12,42.06,normal
ave,unico,adulto,24.76,53.51,86.15,atencao
gato,unico,idoso,28.43,78.15,79.35,atencao
cao,medio,idoso,33.09,34.83,30.27,normal
cao,pequeno,adulto,29.92,41.57,44.01,normal
gato,unico,adulto,24.63,40.79,58.47,normal
cao,medio,adulto,26.6,50.5,75.45,normal
gato,unico,idoso,25.66,41.54,31.33,normal
cao,pequeno,adulto,25.24,59.67,81.75,normal
cao,pequeno,adulto,30.0,39.36,69.11,normal
cao,pequeno,idoso,28.4,49.47,68.23,normal
cao,medio,idoso,27.4,83.44,71.74,critico
cao,grande,adulto,22.66,85.68,30.0,critico
cao,grande,idoso,33.57,65.54,12.83,atencao
cao,medio,filhote,26.78,39.33,63.67,normal
gato,unico,idoso,30.93,28.1,27.88,atencao
gato,unico,adulto,35.81,42.48,92.34,atencao
ave,unico,adulto,23.04,29.87,54.07,atencao
cao,grande,filhote,21.55,60.74,61.2,normal
cao,medio,adulto,24.88,48.84,86.41,normal
cao,grande,adulto,21.87,17.21,78.11,atencao
cao,grande,adulto,26.53,40.01,76.52,normal
ave,unico,filhote,34.89,74.62,76.9,atencao
cao,grande,filhote,27.2,24.29,95.72,atencao
cao,medio,filhote,25.82,34.83,83.27,normal
ave,unico,adulto,34.85,60.93,66.84,normal
gato,unico,filhote,21.43,20.43,18.22,atencao
cao,grande,adulto,23.6,34.03,44.52,normal
gato,unico,adulto,22.48,31.14,92.29,normal
cao,grande,filhote,21.23,58.03,40.15,normal
cao,pequeno,adulto,33.68,23.69,40.17,atencao
cao,medio,filhote,24.57,50.16,98.28,normal
gato,unico,adulto,28.63,67.45,96.55,normal
gato,unico,adulto,22.91,42.45,80.45,normal
cao,medio,filhote,32.18,84.36,39.35,critico
cao,pequeno,adulto,23.37,52.33,82.31,normal
cao,pequeno,filhote,29.02,40.89,29.48,normal
gato,unico,adulto,30.6,69.41,13.1,atencao
gato,unico,adulto,36.1,21.15,10.25,normal
cao,medio,adulto,36.02,37.51,86.59,atencao
cao,pequeno,adulto,33.72,51.48,20.92,atencao
cao,grande,adulto,21.82,54.34,77.71,normal
cao,pequeno,adulto,26.79,39.73,90.8,atencao
ave,unico,adulto,35.4,71.5,32.28,atencao
gato,unico,adulto,33.87,37.69,22.37,normal
gato,unico,adulto,41.91,40.97,32.23,critico
cao,grande,adulto,26.63,32.27,98.39,normal
cao,medio,adulto,28.83,52.28,74.18,normal
cao,pequeno,adulto,27.46,76.24,26.27,atencao
cao,medio,filhote,29.01,35.15,37.03,normal
gato,unico,adulto,29.1,42.5,44.58,normal
ave,unico,adulto,31.82,74.25,97.75,normal
cao,medio,idoso,26.43,42.03,50.77,normal
gato,unico,idoso,24.25,79.39,68.5,atencao
gato,unico,adulto,33.74,18.17,56.01,atencao
ave,unico,idoso,30.11,58.74,80.89,normal
cao,pequeno,idoso,29.2,48.72,68.66,normal
gato,unico,adulto,23.99,30.97,68.13,normal
gato,unico,adulto,23.54,56.76,78.5,normal
gato,unico,idoso,31.95,65.58,18.51,normal
cao,medio,adulto,34.86,57.32,73.26,normal
gato,unico,adulto,20.21,27.32,9.93,atencao
gato,unico,adulto,31.85,54.03,72.96,normal
gato,unico,idoso,32.87,40.9,69.03,normal
cao,pequeno,idoso,26.99,34.34,30.43,normal
cao,pequeno,adulto,21.79,55.96,67.54,normal
ave,unico,adulto,32.75,79.32,33.73,atencao
gato,unico,adulto,32.15,44.81,5.71,atencao
cao,medio,adulto,37.35,50.77,89.35,critico
ave,unico,adulto,30.48,71.1,50.61,normal
gato,unico,adulto,23.92,32.12,82.62,normal
cao,grande,adulto,26.26,39.16,42.38,normal
cao,medio,idoso,32.62,61.35,68.48,normal
ave,unico,filhote,33.38,87.18,71.69,critico
cao,medio,adulto,20.5,56.98,55.35,normal
gato,unico,filhote,26.35,62.7,55.68,normal
cao,medio,idoso,34.23,50.45,46.52,atencao
cao,medio,adulto,22.76,32.59,82.2,normal
cao,grande,filhote,26.57,54.31,9.04,critico
cao,pequeno,adulto,30.19,23.08,43.78,atencao
cao,pequeno,idoso,32.49,44.32,39.83,normal
gato,unico,adulto,21.35,30.54,50.94,normal
gato,unico,idoso,23.28,33.74,60.47,atencao
gato,unico,adulto,29.52,33.43,54.18,normal
ave,unico,idoso,34.9,71.95,80.42,normal
cao,pequeno,adulto,23.67,58.66,69.84,normal
gato,unico,adulto,34.92,42.86,28.57,atencao
gato,unico,adulto,22.87,61.54,29.21,normal
cao,medio,idoso,21.49,54.4,98.3,normal
ave,unico,adulto,29.64,44.15,72.08,normal
cao,medio,filhote,32.68,59.66,73.35,atencao
cao,pequeno,filhote,25.14,51.42,35.85,normal
ave,unico,adulto,34.51,65.38,97.73,atencao
gato,unico,adulto,19.34,12.73,75.08,critico
gato,unico,adulto,18.04,46.63,47.27,atencao
gato,unico,adulto,25.36,82.91,55.27,atencao
cao,grande,adulto,31.99,53.22,82.98,normal
cao,grande,idoso,34.94,33.58,55.17,atencao
ave,unico,adulto,28.83,32.13,13.18,critico
cao,grande,filhote,24.53,65.88,40.71,normal
cao,pequeno,idoso,31.16,66.46,30.82,normal
ave,unico,adulto,39.97,72.41,86.55,atencao
cao,pequeno,adulto,33.84,56.65,42.67,normal
gato,unico,adulto,32.52,37.37,33.11,normal
gato,unico,idoso,24.28,43.34,60.02,normal
ave,unico,filhote,34.54,70.18,46.38,normal
ave,unico,adulto,38.36,72.25,38.51,normal
cao,pequeno,filhote,25.72,60.65,72.58,normal
cao,grande,adulto,31.69,58.76,62.26,normal
gato,unico,adulto,20.58,53.37,5.49,critico
cao,medio,filhote,28.82,60.21,70.71,normal
gato,unico,adulto,33.96,48.23,78.65,normal
gato,unico,idoso,28.99,66.71,76.38,normal
ave,unico,adulto,39.3,61.67,44.34,atencao
gato,unico,adulto,27.31,30.29,41.91,normal
cao,medio,idoso,29.76,49.46,11.55,critico
